"","Player","Pick","Age","ThreePM","ThreeP_Perc","FTM","FTA","FT_Perc","TOV","PF","ORB","DRB","RPG","APG","SPG","BPG","FGMForty","FGAForty","ThreePAForty","FTMForty","FTAForty","TOVForty","PFForty","ORBForty","DRBForty","REBForty","ASTForty","STLForty","BLKForty","PTSForty","TS_Perc","eFG_Perc","Total S _Perc","ORB_Perc","DRB_Perc","TRB_Perc","AST_Perc","TOV_Perc","STL_Perc","BLK_Perc","USG_Perc","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","WS","WS/48","BPM","VORP","AVG_Raptor","AVG_WAR"
"1","Evan Fournier",20,19,1.3,0.277,3,3.9,0.754,2.2,3.1,1.1,2.1,3.2,2.2,1.5,0.1,7.5,17.8,7,4.6,6.1,3.3,4.8,1.7,3.2,4.9,3.4,2.3,0.2,21.6,0.529,0.48,145.6,5.2,10.6,7.8,17.9,14,3.3,0.5,28.5,-2.7,1.2,104.4,108.5,-4.1,201.2,17.6,10.2,0.08075,-1.6,0.9,-1.26666666666667,1.63333333333333
"2","Furkan Aldemir",53,20,0,0,2.1,3.1,0.677,0.9,2.4,2,4,6.1,0.6,0.5,0.7,5.7,9.7,0,4.3,6.4,2,5,4.2,8.4,12.6,1.2,1.1,1.5,15.7,0.624,0.582,125.9,14.2,27.6,21,5.5,13.5,1.6,4,18.3,-3,1.6,122.9,100.4,22.6,396.1,19.9,1.4,0.122,-3.6,-0.2,-2,0.2
"3","Ilkan Karaman",57,22,0.6,0.311,1.4,2.5,0.557,1.6,2.4,1.6,5.1,6.7,1,0.6,0.8,7.3,14.8,3.4,2.4,4.3,2.8,4.1,2.8,8.8,11.6,1.8,1.1,1.3,18.1,0.543,0.532,136.4,9.1,27.2,18.4,7.9,14.5,1.4,3.1,23.2,-4,1.2,105.2,104.9,0.3,375.1,17,NA,NA,NA,NA,NA,NA
"4","Izzet Turkyilmaz",50,22,0.1,0.25,0.4,0.8,0.536,0.5,1.1,0.6,1.3,1.9,0.4,0.3,0.8,3.8,8.5,2,1.9,3.5,2.3,4.7,2.7,5.9,8.6,1.6,1.5,3.5,10,0.498,0.478,123.5,9.9,18.4,14.5,6.3,18.9,2.1,8.7,15.8,-3.4,1.2,98.5,98.8,-0.3,91.8,13.2,NA,NA,NA,NA,NA,NA
"5","Kostas Papanikolaou",48,21,0.7,0.342,1.4,2.1,0.685,0.6,1.9,1.2,2.9,4.1,0.7,0.9,0.3,4.9,9.8,4,2.8,4,1.2,3.6,2.3,5.8,8.1,1.3,1.7,0.7,13.9,0.597,0.565,152.1,7.5,19.1,13.3,5.8,9.6,2.3,1.6,15.5,-0.9,1.4,123.4,97,26.4,336.4,15.8,0.4,0.0035,-3.25,-0.2,-2.75,-0.3
"6","Ognen Kuzmic",52,22,0,0,1.6,2.4,0.671,2.1,2.4,3.2,4.9,8.1,0.7,0.6,2,7,13.1,0,2.7,4,3.5,4,5.4,8.3,13.7,1.1,1.1,3.3,16.7,0.561,0.534,120.5,17.2,26.6,21.9,6.5,19,1.5,7.5,22,-7.1,1.3,105.8,98.4,7.5,362.4,21.4,0.3,0.073,-5.15,-0.2,NA,NA
"7","Tomas Satoransky",32,20,0.3,0.283,1,1.4,0.698,1.3,2.2,0.6,1.5,2.1,1.3,0.5,0.1,4.2,9.5,2.8,2.3,3.3,3.1,5.1,1.4,3.5,4.9,3,1.2,0.2,11.4,0.519,0.477,141.6,4.5,11.9,8,13.8,22,1.7,0.5,17.1,-2.9,1.2,97.9,106.9,-8.9,93.6,8.9,NA,NA,NA,NA,NA,NA
"8","Tomislav Zubcic",56,22,0.6,0.273,1.7,2.2,0.798,1.3,2.2,1.1,1.9,3,1,0.8,0.1,5.4,13.3,5.8,4.6,5.8,3.6,5.9,2.9,5,7.9,2.6,2.2,0.3,17.4,0.552,0.468,147.9,9.5,16.9,13.2,11.2,18.4,3.2,0.9,23.8,-4.7,1.3,105.6,105,0.6,199.9,15.3,NA,NA,NA,NA,NA,NA
"9","Tornike Shengelia",54,20,0.4,0.288,1.8,2.8,0.637,1.7,3,1.2,3.3,4.5,1,0.9,0.3,6.8,15.2,3.1,3.8,6,3.7,6.4,2.6,7.1,9.7,2.2,1.9,0.6,18.2,0.512,0.476,137.1,8.2,22.5,15.3,11,17.4,2.5,1.5,26.1,-5.6,1.2,96.4,100.2,-3.8,196.4,14.4,-0.2,0.000666666666666665,-5.7,-0.3,-10.5,-0.6
"10","Andre Drummond",9,18,0,0,0.8,2.6,0.295,1.5,2.2,3.4,4.2,7.6,0.4,0.8,2.7,6.5,12.1,0.1,1.1,3.6,2.1,3.1,4.7,5.9,10.6,0.6,1.2,3.8,14,0.509,0.538,83.3,13.9,15.6,14.8,3.4,13.5,1.8,9.9,20.8,-4.6,1.2,103.4,95.8,7.6,354.8,21.1,29.5,0.1585,1.225,6.9,0.666666666666667,4.6
"11","Andrew Nicholson",19,22,0.7,0.434,4,5.2,0.776,2.5,2.8,2.6,5.8,8.4,1,0.7,2,9.1,16,2.2,5.3,6.9,3.3,3.7,3.5,7.7,11.2,1.4,0.9,2.6,24.6,0.638,0.601,178.1,11,22.9,17.2,9.4,14.7,1.3,7.3,29.6,-6.3,1.5,120.5,94.1,26.4,454.9,30.6,4,0.04725,-3.45,-1.3,-3.3,-0.2
"12","Anthony Davis",1,19,0.1,0.15,3.6,5.1,0.709,1,1.9,3,7.4,10.4,1.2,1.4,4.7,6.6,10.5,0.6,4.5,6.3,1.3,2.4,3.7,9.2,13,1.6,1.7,5.8,17.7,0.654,0.628,148.3,11.3,24.2,18.2,7.5,8.6,2.5,13.8,18.8,-0.6,1.7,138.8,79.3,59.5,789.1,33.5,37.7,0.20125,5.025,16,4.86666666666667,9.53333333333333
"13","Arnett Moultrie",27,21,0.3,0.444,4.1,5.3,0.78,2.4,2.2,3.7,6.8,10.5,1.2,0.8,0.8,6.7,12.2,0.7,4.6,5.9,2.7,2.5,4.1,7.6,11.7,1.3,0.9,0.9,18.3,0.61,0.561,177.3,11.8,21.9,16.9,7.2,15.3,1.4,2.1,23.3,-4.8,1.5,118.2,100.2,18,425.9,24.2,1.7,0.078,-4.25,-0.2,-6.3,-0.3
"14","Austin Rivers",10,19,1.7,0.365,3.6,5.4,0.658,2.3,2.2,0.6,2.8,3.4,2.1,1,0,6.2,14.2,5.6,4.3,6.5,2.8,2.7,0.7,3.3,4.1,2.5,1.2,0,18.7,0.538,0.505,145.5,2.2,9.2,5.8,13,13.9,1.7,0.1,25.2,-2.8,1.3,108,102.9,5,236,16.3,2.9,0.028,-3.6,-2.5,-2.63333333333333,-0.0666666666666667
"15","Bernard James",33,27,0,0,1.8,3.3,0.552,2.1,1.9,3.1,5.1,8.1,0.5,0.7,2.3,6.4,10.6,0,2.6,4.7,3,2.8,4.4,7.2,11.6,0.7,1.1,3.4,15.4,0.602,0.606,115.8,13.4,20,16.9,3.6,18.9,1.6,9.5,20,-6.4,1.5,109.7,87.8,21.8,397,22.4,1.8,0.11,-1.9,0,-1.95,0.1
"16","Bradley Beal",3,19,1.7,0.337,3.6,4.7,0.769,2.1,2.1,1.4,5.4,6.7,2.2,1.4,0.8,5.5,12.4,5.9,4.2,5.5,2.5,2.4,1.6,6.3,7.9,2.6,1.6,0.9,17.2,0.573,0.524,155,4.7,18.3,11.6,12.7,14.2,2.5,2.5,23,-2,1.4,115.2,95.5,19.7,431.9,21.1,13.4,0.07975,0.05,4.1,0.833333333333333,4.66666666666667
"17","Damian Lillard",6,21,2.9,0.409,7.1,8,0.887,2.3,1.9,0.5,4.5,5,4,1.5,0.2,8.4,17.9,8.3,8.2,9.3,2.7,2.2,0.6,5.2,5.8,4.6,1.7,0.3,28.4,0.635,0.562,176.3,1.9,14.9,8.7,27.1,10.7,2.5,0.7,33,1,1.6,128.5,99.9,28.7,518.4,32.7,35.2,0.146,3.15,14.9,2.63333333333333,8.86666666666667
"18","Darius Johnson-Odom",55,22,2.3,0.385,3.7,4.9,0.764,2.4,2,0.6,2.9,3.5,2.8,0.9,0.1,7.5,16.8,7.2,4.5,5.9,2.9,2.4,0.8,3.5,4.3,3.4,1.1,0.1,22.3,0.568,0.529,159.5,2.2,9.2,5.8,18,12.7,1.6,0.4,27.3,-1.5,1.3,111.9,97.8,14.2,319.4,19.6,-0.3,-0.55,-24.15,-0.1,-13.9,-0.1
"19","Darius Miller",46,22,1.4,0.376,1.4,1.7,0.797,1.4,2.2,0.9,1.9,2.8,2,0.8,0.3,5.5,11.6,5.7,2.1,2.6,2.2,3.3,1.4,2.8,4.2,3.1,1.3,0.5,15.2,0.593,0.566,164.6,4.2,7.4,5.9,14.3,14.8,1.9,1.2,19.1,-0.3,1.3,119.5,96.2,23.3,262.6,17.3,1.2,-0.011,-5.6,-0.3,-8.55,0.3
"20","Dion Waiters",4,20,1.1,0.375,2.3,3.2,0.729,1.4,1.9,0.5,1.8,2.3,2.5,1.8,0.4,7.7,16.1,5.1,3.9,5.3,2.3,3.1,0.8,3,3.8,4.2,2.9,0.6,21.1,0.565,0.535,158,2.4,8.2,5.4,21.4,10.8,4.5,1.7,26.9,1.3,1.3,117.8,92.8,25,308.8,25.3,5.8,0.0322,-2.54,-0.9,-1.53333333333333,1.46666666666667
"21","Doron Lamb",42,20,1.9,0.466,3.1,3.7,0.826,1.1,1.8,0.4,2.3,2.7,1.5,0.5,0.1,5.6,11.8,5.2,3.9,4.8,1.4,2.3,0.5,3,3.5,1.9,0.6,0.1,17.6,0.624,0.577,176.6,1.5,7.8,4.9,8.8,9.1,0.9,0.2,19.7,-0.3,1.5,130.7,98.9,31.8,302.1,18.5,0.2,-0.01,-6.4,-1.3,-3.9,-0.4
"22","Draymond Green",35,22,1.4,0.388,3.4,4.7,0.723,3,2.9,2.1,8.5,10.6,3.8,1.5,1,6.9,15.4,4.4,4.1,5.6,3.6,3.4,2.6,10.2,12.8,4.6,1.8,1.2,19.6,0.542,0.504,156,8.1,28.4,18.9,24.2,16.7,2.7,3.4,28.2,-1.4,1.3,109.9,83.4,26.5,562.9,25.2,24.7,0.125,1.825,10.2,6.96666666666667,16.0333333333333
"23","Fab Melo",22,22,0,0,1.3,2,0.633,1.5,2.8,2.6,3.2,5.8,0.7,0.5,2.9,5.2,9.1,0,2,3.2,2.4,4.5,4.2,5.1,9.2,1.1,0.8,4.6,12.3,0.581,0.566,120,11.9,13.5,12.8,4.6,18.3,1.2,12.7,16.4,-4.3,1.4,111.7,90.6,21.1,267.2,19.3,0,0.021,-7.6,-0.1,NA,NA
"24","Festus Ezeli",30,22,0,0,3.2,5.3,0.604,2.2,3.2,2.4,3.5,5.9,0.3,0.4,2,5.9,10.9,0,5.6,9.2,3.8,5.4,4.1,6.1,10.2,0.5,0.7,3.4,17.4,0.567,0.539,114.4,13.2,17.4,15.4,3.1,20.1,1.1,9.3,25.9,-9.3,1.6,103.6,94.9,8.7,189.1,20.7,5.9,0.132,-1.76666666666667,0,-1.3,0.7
"25","Harrison Barnes",7,20,1.3,0.358,3.7,5.1,0.723,1.9,1.8,1.9,3.3,5.2,1.1,1.1,0.3,8.2,18.8,4.9,5.1,7,2.7,2.4,2.7,4.5,7.1,1.5,1.5,0.5,23.3,0.528,0.487,152,6.9,11,9,7.2,10.8,2,1.1,28,-3.8,1.2,110.9,94.5,16.4,340.1,20.4,17.6,0.0975,-1.125,1.8,-2,1.26666666666667
"26","Jae Crowder",34,21,1.7,0.345,3.4,4.6,0.735,1.3,2.7,2,6.4,8.4,2.1,2.5,1,7.5,15.1,6.1,4.1,5.6,1.5,3.2,2.4,7.8,10.2,2.6,3,1.2,21.3,0.598,0.568,157.7,6.9,20.7,14.1,13.7,7.9,4.3,3.1,23.4,0.4,1.4,125.8,85,40.8,570.5,27.7,14.9,0.102,0.38,4.5,2.13333333333333,4.43333333333333
"27","Jared Cunningham",24,21,1.4,0.338,5.5,7.5,0.737,2.8,2.4,1,2.8,3.8,2.8,2.5,0.4,6.4,14.1,4.8,6.4,8.7,3.3,2.8,1.2,3.3,4.4,3.2,2.9,0.5,20.7,0.568,0.507,152.5,3.4,9.6,6.5,15.7,15.2,4.1,1.2,26.1,-2.7,1.5,111.2,99,12.2,388.2,21.2,0.2,0.0085,-5.78333333333333,-0.6,-1.7,-0.0666666666666667
"28","Jared Sullinger",21,20,0.4,0.4,4.7,6.2,0.768,1.9,2.9,3.1,6.1,9.2,1.2,1.2,1.1,8.1,15.6,1.4,6.2,8.1,2.5,3.9,4.1,8,12.1,1.6,1.5,1.4,23,0.591,0.538,168.7,12.4,23.7,18.1,8.6,11.5,2.3,4,27.9,-3.7,1.5,121.8,85.5,36.3,518.8,29,15.4,0.12025,-0.4,2.8,1.23333333333333,3.86666666666667
"29","Jeffery Taylor",31,23,1.8,0.423,2.6,4.4,0.605,2.2,1.9,2.1,3.4,5.6,1.7,1.3,0.4,7.3,14.7,5.4,3.3,5.4,2.7,2.3,2.7,4.3,6.9,2.1,1.6,0.6,20.1,0.58,0.57,152.1,8.3,12.2,10.3,12.6,13.6,2.4,1.4,26.4,-3.4,1.4,114.6,98.4,16.2,383.4,22.9,1.3,0.018,-4.63333333333333,-1.4,-6.15,-0.9
"30","Jeremy Lamb",12,20,2.1,0.336,2.9,3.6,0.81,2,1.7,0.9,3.9,4.9,1.7,1.2,0.6,6.9,14.3,6.7,3.1,3.8,2.1,1.8,1,4.2,5.2,1.8,1.3,0.7,19.1,0.589,0.556,162.4,3,11.2,7.3,10.1,11.7,2.1,1.7,23.9,-2.5,1.3,118.2,101.8,16.5,374.1,21.4,7.8,0.0975,-0.725,2.2,1.03333333333333,2.43333333333333
"31","John Henson",14,21,0,0,2,3.9,0.511,1.3,1.6,2.5,7.4,9.9,1.3,0.6,2.9,8,16.1,0,2.7,5.3,1.8,2.2,3.5,10.2,13.6,1.7,0.8,4,18.8,0.505,0.5,101.1,9,24.6,17.1,7.8,8.7,1.1,9.6,23,-1.4,1.2,110.2,85.1,25.2,496.6,23.6,11.1,0.113,-0.325,2.1,-2.3,0.166666666666667
"32","John Jenkins",23,21,3.8,0.439,3.7,4.4,0.837,1.6,1.2,0.5,2.4,2.9,1.2,0.8,0.3,7.4,15.6,10.4,4.4,5.2,1.9,1.4,0.5,2.9,3.4,1.4,1,0.4,23.7,0.656,0.62,175,1.7,8.3,5.1,8.5,9.4,1.5,1,26.2,-2.4,1.5,129.9,102.4,27.4,380.9,25.1,2.8,0.0442,-2.72,0.2,-6.06666666666667,-0.366666666666667
"33","Justin Hamilton",45,22,0.1,0.25,3.2,4.2,0.781,1.7,2.5,3.3,3.9,7.2,0.9,0.8,1.3,6.4,12.9,0.5,4.3,5.5,2.3,3.4,4.4,5.2,9.6,1.2,1,1.7,17.2,0.553,0.498,152.5,11.8,15.3,13.5,7,12.9,1.5,4.7,22.6,-3.8,1.3,113,94.8,18.2,339.9,21.7,1.6,0.02725,-3.575,0.2,-4.5,0.15
"34","Kendall Marshall",13,20,0.8,0.354,1.5,2.2,0.696,2.8,1.6,0.2,2.4,2.6,9.8,1.2,0.2,3.5,7.6,2.7,1.9,2.7,3.4,1.9,0.2,3,3.2,11.8,1.4,0.2,9.9,0.558,0.529,151.7,0.5,7.3,4,44.7,27.8,2,0.5,13.8,10.4,1.3,115,96.5,18.5,437.6,16.6,1,0.01025,-3.925,-1.2,-4.3,-0.5
"35","Kevin Murphy",47,22,2.4,0.416,3.8,5.2,0.725,3.3,2.2,0.9,4.3,5.2,2.3,0.8,0.2,8.4,18.9,6.7,4.4,6,3.8,2.5,1.1,5,6.1,2.7,1,0.2,23.9,0.55,0.518,158.5,3.3,15.2,9.4,16.3,14.9,1.4,0.7,32.3,-5,1.3,106.1,104.7,1.4,318.1,20.2,-0.3,-0.272,-16.8,-0.2,NA,NA
"36","Khris Middleton",39,20,1,0.26,1.9,2.6,0.75,2.1,1.9,1.3,3.6,5,2.2,0.9,0.2,7.1,17.1,5.4,2.7,3.6,3,2.6,1.8,5.1,6.9,3.1,1.3,0.3,18.3,0.486,0.455,142.4,5.4,16.4,10.7,20.2,13.7,2.1,1.1,29.6,-2.4,1.1,98.2,101,-2.8,147.2,18.3,16.4,0.095,-0.5,3.9,1.9,6.36666666666667
"37","Kim English",44,23,2.2,0.459,2.5,3.4,0.725,1.7,2.3,0.9,3.4,4.2,1.6,1.3,0.3,5.8,11.2,5.8,3,4.1,2,2.8,1,4,5,1.9,1.5,0.3,17.3,0.658,0.64,170.5,3.4,12,7.9,8.6,13.3,2.3,0.9,20,-1.9,1.5,124,101,23,345.5,19.9,0.2,0.021,-4.2,-0.2,NA,NA
"38","Kris Joseph",51,23,1.4,0.345,3.2,4.2,0.745,1.4,1.7,1.5,3.2,4.7,1.5,1.4,0.6,5.5,13.1,5,3.9,5.3,1.7,2.1,1.9,3.9,5.8,1.9,1.7,0.8,16.6,0.534,0.486,151,5.5,10.8,8.2,8.7,10.1,2.6,2.3,22.3,-1.3,1.3,114.3,95.4,18.8,336.1,19.1,-0.1,-0.1415,-10.6,-0.1,NA,NA
"39","Kyle O'Quinn",49,22,0.2,0.188,4.3,6.2,0.696,2.6,3.2,3.2,7.2,10.3,1.4,0.7,2.6,7.3,12.7,1.1,5.5,8,3.4,4.2,4,9.2,13.2,1.8,0.9,3.3,20.3,0.616,0.581,145.7,11.9,25.4,18.9,10.9,17,1.3,8.9,24.8,-5.4,1.6,116.1,90,26.1,543.5,27.3,7.1,0.1005,-0.45,1.5,-0.233333333333333,1.16666666666667
"40","Marcus Denmon",59,22,2.8,0.407,3.4,3.8,0.896,1.2,1,1,4,5,2.1,1.5,0,6.6,14.3,8,4,4.4,1.4,1.1,1.2,4.7,5.8,2.4,1.8,0,20.4,0.62,0.573,176.1,3.8,13.9,9.1,11.3,7.6,2.7,0.1,23.6,0.6,1.4,129.8,100,29.8,452,24.6,NA,NA,NA,NA,NA,NA
"41","Marquis Teague",29,19,0.7,0.325,2.1,3,0.714,2.7,2.3,0.4,2.1,2.5,4.8,0.9,0.2,4.5,10.8,2.5,2.6,3.7,3.3,2.8,0.5,2.6,3.1,5.9,1.1,0.3,12.3,0.491,0.449,145.1,1.6,6.7,4.4,25.6,21.1,1.7,0.7,20.2,1.4,1.1,101.4,97.3,4.1,255.9,12.7,-0.9,-0.0473333333333333,-6.8,-1,-10.2,-1.6
"42","Maurice Harkless",15,19,0.5,0.215,3,4.3,0.683,2.5,2.3,2.7,5.9,8.7,1.5,1.6,1.4,6.6,14.8,2.7,3.3,4.8,2.8,2.6,3,6.6,9.6,1.6,1.8,1.6,17.1,0.503,0.471,134.9,8.3,18.4,13.3,9.6,14,2.6,4.2,24.8,-4.3,1.2,102.2,100.2,2,378.9,20.3,8.4,0.061,-1.45,1.4,-1.5,1.2
"43","Meyers Leonard",11,20,0,0.091,2.9,4,0.732,2.1,2.9,2.3,5.9,8.2,1.3,0.5,1.9,6.7,11.4,0.4,3.7,5,2.7,3.7,2.9,7.4,10.3,1.7,0.6,2.4,17,0.618,0.586,140.7,9,23.7,16.3,9.9,16.2,0.9,6.9,22,-4.1,1.5,115.5,94.5,21,385.9,23,8,0.10475,-2.1,0.1,-2.23333333333333,0.8
"44","Michael Kidd-Gilchrist",2,18,0.3,0.255,3.6,4.8,0.745,2.2,2.4,2.6,4.8,7.4,1.9,1,0.9,5.1,10.5,1.6,4.6,6.2,2.8,3.1,3.3,6.2,9.5,2.4,1.3,1.2,15.3,0.57,0.511,149,10.1,16.3,13.4,10.8,17.3,1.9,2.9,20.6,-3,1.5,115.3,90.7,24.6,424.5,20.3,9.6,0.10375,-1.3,0.4,3.3,2.73333333333333
"45","Mike Scott",43,23,0.2,0.3,4.3,5.4,0.808,2.1,1.8,2.2,6.1,8.3,1.2,0.7,0.5,8.6,15.3,0.8,5.6,6.9,2.7,2.2,2.8,7.8,10.6,1.5,0.8,0.6,23,0.62,0.571,167.1,9.6,24.2,17.2,10.7,12.6,1.4,1.8,30.9,-4.7,1.5,118.4,86.4,32,418.2,29.5,9.4,0.11025,-1.425,1,-3.23333333333333,-0.4
"46","Miles Plumlee",26,23,0,0,1.4,2.2,0.632,1.2,2.3,2.9,4.2,7.1,0.5,0.5,0.9,5.1,8.4,0,2.8,4.4,2.4,4.5,5.7,8.1,13.8,1,1,1.8,13,0.621,0.61,124.1,16.7,22.6,19.7,5.1,18.7,1.5,4.2,16.1,-4.3,1.5,121.2,95.1,26,280.5,20.9,8.7,0.0832,-2.24,0.7,-1.93333333333333,0.566666666666667
"47","Orlando Johnson",36,23,2.3,0.427,4.1,5.9,0.698,2.5,1.8,1.7,4.1,5.8,2.9,1.1,0.7,7.8,17.2,6.1,4.8,6.8,2.8,2.1,1.9,4.8,6.7,3.4,1.3,0.9,22.9,0.561,0.528,157.7,5.8,13,9.5,19,12.2,2,2.4,30.4,-1.5,1.3,115.8,101.2,14.6,390,25.2,1.4,-0.0314,-6.08,-0.2,-7.05,-0.3
"48","Perry Jones",28,20,0.3,0.303,2.2,3.1,0.696,1.7,2.3,2.7,4.9,7.6,1.3,0.8,0.6,7.2,14.4,1.3,2.8,4,2.2,3,3.5,6.4,10,1.7,1.1,0.8,17.6,0.539,0.514,149.9,11.1,18.7,15.1,8.6,12,1.7,2.1,23.5,-2.8,1.2,113.5,98.7,14.8,340.5,20.7,1.7,0.0353333333333333,-4.36666666666667,-0.7,NA,NA
"49","Quincy Acy",37,21,0.1,0.5,3.6,4.6,0.782,2,3.1,2.6,4.8,7.4,1,0.9,1.8,5.6,9.7,0.2,4.8,6.2,2.7,4.1,3.5,6.5,10,1.3,1.2,2.5,16.1,0.638,0.582,185.8,11,18.3,14.8,6.5,17.4,1.8,6.6,19.2,-4.5,1.7,121.7,93.7,28,430,22.3,6.8,0.1246,-0.0600000000000001,0.4,-1.63333333333333,0.466666666666667
"50","Quincy Miller",38,19,0.6,0.348,2.5,3.1,0.816,1.8,1.9,1.5,3.5,4.9,1.4,0.7,0.6,6.1,13.7,3.1,4.1,5,2.9,3.1,2.4,5.7,8.1,2.3,1.1,1.1,17.4,0.541,0.485,161,7.5,16.1,12,11.4,15.4,1.7,2.9,23.9,-3.5,1.3,110.1,97.7,12.4,269,18.6,-0.1,-0.02775,-5.175,-0.5,0.75,0
"51","Robbie Hummel",58,23,2.1,0.383,3.2,3.9,0.825,0.9,2.1,1.6,5.6,7.2,1.9,0.7,1.2,6.9,16.5,6.7,4,4.9,1.1,2.6,2,7,8.9,2.3,0.8,1.5,20.3,0.54,0.495,162.5,5.6,21.3,13.2,12.6,5.7,1.3,4.2,26.3,1.1,1.2,119.7,99.9,19.8,436.9,24.7,1.9,0.067,-3.05,-0.4,-0.9,0.65
"52","Robert Sacre",60,23,0,0,4.5,6,0.761,1.8,2.2,2,4.3,6.3,0.8,0.4,1.4,5.4,10.5,0.1,6.9,9.1,2.8,3.3,3.1,6.5,9.6,1.1,0.6,2.2,17.7,0.595,0.511,127.2,9.9,18,14.2,5.9,15.7,0.8,5.8,22.8,-5.1,1.7,116.8,93.4,23.3,299.1,21.4,2.4,0.028,-5.125,-1.4,-3.56666666666667,-0.333333333333333
"53","Royce White",16,21,0.1,0.333,3,6,0.498,3.8,2.6,2.5,6.8,9.3,5,1.2,0.9,6.5,12.2,0.4,3.8,7.6,4.9,3.3,3.2,8.6,11.8,6.3,1.5,1.2,17,0.536,0.54,136.4,9.5,24.4,17.1,34.5,23.4,2.2,3,26.5,-1.6,1.4,103.3,94.2,9.1,458.9,22,0,-0.121,-16.9,0,-25,-0.1
"54","Terrence Jones",18,20,0.4,0.327,2.6,4.2,0.627,1.6,2.4,2.5,4.6,7.2,1.3,1.3,1.8,6.3,12.7,1.8,3.6,5.7,2.2,3.3,3.4,6.3,9.8,1.8,1.8,2.4,16.8,0.547,0.523,145.3,10.4,16.4,13.6,8.7,12.6,2.6,5.7,22.4,-2.6,1.3,114.9,87.6,27.3,431.8,23.2,12.5,0.13125,0.75,3.2,-3.8,-0.166666666666667
"55","Terrence Ross",8,21,2.1,0.371,2.1,2.7,0.774,2,2.8,1.4,5.1,6.4,1.4,1.3,0.9,7.9,17.3,7.1,2.6,3.4,2.6,3.6,1.8,6.5,8.3,1.8,1.6,1.2,21.1,0.558,0.534,160.3,4.7,17.5,11.1,9.2,12,2.3,3,25.3,-3.3,1.2,113.5,95.3,18.1,373.9,21.5,11.1,0.0705,-0.95,2.2,-0.2,2.83333333333333
"56","Thomas Robinson",5,21,0.2,0.5,4.2,6.1,0.682,2.7,2.7,2.9,9,11.9,1.8,1.1,0.9,8.4,16.7,0.5,5.3,7.7,3.4,3.4,3.6,11.3,14.9,2.3,1.4,1.1,22.3,0.549,0.512,168.7,11.2,30.3,21.4,13.1,14.2,2,2.9,30,-4.6,1.3,109.7,84.2,25.5,580.6,26.4,3.6,0.0523333333333333,-3.46666666666667,-1.5,-2.46666666666667,0.0666666666666666
"57","Tony Wroten",25,19,0.3,0.161,4.4,7.5,0.583,3.8,2.7,2.3,2.7,5,3.7,1.9,0.3,7.5,16.8,2.1,5.8,9.9,5,3.5,3,3.6,6.6,4.9,2.5,0.5,21.1,0.488,0.453,118.7,8.1,9.7,8.9,24.4,18.7,3.5,1.1,31.3,-4.2,1.3,98.6,97,1.6,305.2,19.6,-1.3,-0.06425,-5.525,-1,-7.73333333333333,-0.766666666666667
"58","Tyler Zeller",17,22,0,0,4.8,5.9,0.808,1.9,2.7,3.8,5.7,9.6,0.9,0.9,1.6,8.2,14.9,0,6.8,8.4,2.7,3.8,5.5,8.1,13.6,1.3,1.3,2.2,23.2,0.616,0.553,136.1,14.1,20.1,17.2,6.3,12.6,1.8,5.4,24.5,-4.3,1.6,125.5,88.4,37,553,28.6,12.8,0.11525,-2.15,2.77555756156289e-17,-0.366666666666667,1.63333333333333
"59","Tyshawn Taylor",41,22,1.5,0.382,3.5,5.1,0.688,3.5,2,0.2,2.1,2.3,4.8,1.3,0.2,6.9,14.6,4.7,4.2,6.1,4.2,2.4,0.2,2.5,2.8,5.7,1.6,0.2,19.9,0.569,0.538,154.7,0.8,6.9,4,29.8,19.5,2.4,0.5,27.5,-1.1,1.4,106.7,96.2,10.5,354.6,19.2,-1,-0.0875,-8.05,-0.8,-13,-1.4
"60","Will Barton",40,21,1.1,0.346,3.8,5.1,0.749,2.1,2.1,2,6,8,2.9,1.4,0.7,7.4,14.6,3.5,4.3,5.8,2.4,2.4,2.3,6.8,9,3.3,1.6,0.8,20.4,0.587,0.55,160.3,7.4,18.8,13.6,17.4,12.3,2.4,2.1,25.8,-0.6,1.4,119.1,90.9,28.2,516.6,25.5,5.7,0.0458,-1.44,1.6,-0.366666666666667,1.56666666666667
"61","Alex Abrines",32,19,0.6,0.301,0.6,0.8,0.816,0.5,1.3,0.2,0.8,1,0.2,0.3,0.2,5,12.2,7.2,2.4,2.9,2,4.7,0.9,2.9,3.8,0.9,1.2,0.7,14.5,0.538,0.497,152.5,3,9.1,6.2,3.9,13,1.8,1.6,19.4,-3.7,1.2,103.4,101.1,2.3,75,10.5,2.1,0.096,-1.6,0.1,-0.6,1.2
"62","Bojan Dubljevic",59,21,0.9,0.448,2.5,3,0.829,1.9,2.6,1.4,2.5,3.9,0.5,0.6,0.3,8.5,16.3,4.2,4.9,5.9,3.7,5.1,2.8,5,7.8,1.1,1.2,0.6,23.7,0.629,0.579,179.9,10,16.8,13.5,5.3,16.4,1.7,1.5,27.3,-7.7,1.5,114.1,105.6,8.4,345.5,19.7,NA,NA,NA,NA,NA,NA
